Timestamp,Equipment,Load (%),Power (kW),Voltage (V),Current (A),Temperature (C),Downtime (min)
1/16/2025 7:00,Pump-202,89.36,28.16,415.5,78.35,83.87,0
1/16/2025 8:00,Pump-202,91.56,32.82,416.15,91.19,87.95,0
1/16/2025 9:00,Pump-202,82.43,31.35,391.85,92.49,75.29,0
1/16/2025 10:00,Pump-202,84.62,27.08,406.26,77.06,79.22,0
1/16/2025 11:00,Pump-202,57.89,25.52,435.97,67.67,66.23,0
1/16/2025 12:00,Pump-202,49.67,14.85,424.23,40.47,59.86,0
1/16/2025 13:00,Pump-202,41.85,12.68,435.23,33.68,54.47,0
1/16/2025 14:00,Pump-202,53.22,15.71,409.1,44.39,62.65,0
1/16/2025 15:00,Pump-202,40,12.9,416.85,35.79,54.95,0
1/16/2025 16:00,Pump-202,40,11.21,384.49,33.7,52.74,0
1/16/2025 17:00,Pump-202,40,13.58,391.7,40.08,55.27,0
1/16/2025 18:00,Pump-202,40,10.86,382.19,32.84,54.4,0
1/16/2025 19:00,Pump-202,40,13.48,430.64,36.2,52.84,0
1/16/2025 20:00,Pump-202,40,14.52,406.94,41.24,53.82,0
1/16/2025 21:00,Pump-202,40,11.63,398.93,33.71,55.57,0
1/16/2025 22:00,Pump-202,41.09,17.97,426,48.76,54.14,0
1/16/2025 23:00,Pump-202,60.23,21.77,397.11,63.38,67.74,0
1/17/2025 0:00,Pump-202,54.24,18.21,425.47,49.51,56.87,0
1/17/2025 1:00,Pump-202,70.35,23.18,383.37,69.95,71.77,0
1/17/2025 2:00,Pump-202,76.02,24.41,412.78,68.41,77.15,0
1/17/2025 3:00,Pump-202,85.88,30.88,413.55,86.38,80.7,0
1/17/2025 4:00,Pump-202,85.46,25.58,416.19,71.09,82.06,0
1/17/2025 5:00,Pump-202,91.28,27.82,414.54,77.63,85.16,0
1/17/2025 6:00,Pump-202,87.49,34.68,432.79,92.7,85.35,0
1/17/2025 7:00,Pump-202,90.23,27.95,387.88,83.36,85.76,0
1/17/2025 8:00,Pump-202,86.93,29.09,420.58,80.01,82.75,0
1/17/2025 9:00,Pump-202,84.07,26.43,408.45,74.85,79.03,0
1/17/2025 10:00,Pump-202,72.77,24.82,399.57,71.86,73.89,0
1/17/2025 11:00,Pump-202,65.82,24.72,392.21,72.91,68.88,0
1/17/2025 12:00,Pump-202,68.39,18.34,381.26,55.66,67.21,0
1/17/2025 13:00,Pump-202,58.79,18.37,433.11,49.07,64.83,0
1/17/2025 14:00,Pump-202,49.3,19.45,403.28,55.8,59.74,0
1/17/2025 15:00,Pump-202,40,13.73,436.29,36.41,56.84,0
1/17/2025 16:00,Pump-202,40.19,17.34,425.92,47.1,52.05,0
1/17/2025 17:00,Pump-202,40,12.11,424.31,33.02,52.82,0
1/17/2025 18:00,Pump-202,40,16.43,398.27,47.73,52.44,0
1/17/2025 19:00,Pump-202,40,14.42,438.6,38.04,55.77,0
1/17/2025 20:00,Pump-202,40,13.04,432.17,34.89,56.71,0
1/17/2025 21:00,Pump-202,44.52,16.21,403.63,46.44,55.16,0
1/17/2025 22:00,Pump-202,53.15,14.89,393.7,43.76,61.14,0
1/17/2025 23:00,Pump-202,51.02,16.21,390.08,48.06,56.83,0
1/18/2025 0:00,Pump-202,56.96,23.56,415,65.72,63.9,0
1/18/2025 1:00,Pump-202,69.3,24.33,419.88,67.07,69.39,0
1/18/2025 2:00,Pump-202,71.32,20.3,410.28,57.27,76.11,0
1/18/2025 3:00,Pump-202,86.57,27.09,382.3,82,84.48,0
1/18/2025 4:00,Pump-202,85.7,35.35,410.12,99.75,82.1,0
1/18/2025 5:00,Pump-202,92.07,39,427.87,105.49,88.52,0
1/18/2025 6:00,Pump-202,78.21,31.93,438,84.38,75.9,0
1/18/2025 7:00,Pump-202,85.15,29.38,412.98,82.33,81.02,0
1/18/2025 8:00,Pump-202,84.73,32.18,429.59,86.69,81.48,0
1/18/2025 9:00,Pump-202,71.9,28.99,408.16,82.2,73.37,0
1/18/2025 10:00,Pump-202,70.24,21.63,387.74,64.56,70.94,0
1/18/2025 11:00,Pump-202,67,19.75,393.65,58.05,73.22,0
1/18/2025 12:00,Pump-202,62.3,25.77,400.58,74.46,67.03,0
1/18/2025 13:00,Pump-202,45.59,16.8,433.47,44.87,57.23,0
1/18/2025 14:00,Pump-202,40.14,11.06,391.06,32.74,56.05,0
1/18/2025 15:00,Pump-202,40,13.98,416.35,38.85,51.78,0
1/18/2025 16:00,Pump-202,40,14.11,412.13,39.63,55.87,0
1/18/2025 17:00,Pump-202,40,14,433.64,37.37,53.49,0
1/18/2025 18:00,Pump-202,40,15.18,437.72,40.14,54.37,0
1/18/2025 19:00,Pump-202,40,12.96,437.53,34.29,53.26,0
1/18/2025 20:00,Pump-202,40,13.19,396.74,38.48,55.21,0
1/18/2025 21:00,Pump-202,40,13.13,389.27,39.03,54.3,0
1/18/2025 22:00,Pump-202,40,11.51,398.99,33.39,54.15,0
1/18/2025 23:00,Pump-202,51.44,21.43,414.25,59.86,61.72,0
1/19/2025 0:00,Pump-202,58.4,19.54,395.46,57.23,65.09,0
1/19/2025 1:00,Pump-202,73.22,25.44,439.73,67,75.74,0
1/19/2025 2:00,Pump-202,84.94,25.73,404.34,73.7,85.53,0
1/19/2025 3:00,Pump-202,93.77,32.43,393.64,95.41,86.18,0
1/19/2025 4:00,Pump-202,87.36,29.81,416.68,82.85,82.44,0
1/19/2025 5:00,Pump-202,85.92,28.08,403.07,80.66,82.56,0
1/19/2025 6:00,Pump-202,97.18,38.36,409.05,108.6,87.61,0
1/19/2025 7:00,Pump-202,94.34,28.58,394.3,83.94,85.51,0
1/19/2025 8:00,Pump-202,86.8,36.18,406.73,103.02,86.47,0
1/19/2025 9:00,Pump-202,86.59,29.84,388.37,88.99,82.38,0
1/19/2025 10:00,Pump-202,76.17,26.4,423.08,72.27,77.77,0
1/19/2025 11:00,Pump-202,67.31,26.91,403.67,77.19,68.61,0
1/19/2025 12:00,Pump-202,63.8,23.58,438,62.35,67.7,0
1/19/2025 13:00,Pump-202,53.69,17.76,421.27,48.83,58.22,0
1/19/2025 14:00,Pump-202,44.34,14.23,401.21,41.07,55.56,0
1/19/2025 15:00,Pump-202,40,12.49,391.54,36.95,53.8,0
1/19/2025 16:00,Pump-202,40,14.48,406.68,41.22,54.73,0
1/19/2025 17:00,Pump-202,40,12.02,416.44,33.42,55.95,0
1/19/2025 18:00,Pump-202,40,15.74,415.77,43.83,54.37,0
1/19/2025 19:00,Pump-202,40,15,381.82,45.5,53.14,0
1/19/2025 20:00,Pump-202,40,15.83,388.03,47.25,53.58,0
1/19/2025 21:00,Pump-202,44.82,13.58,412.69,38.11,53.84,0
1/19/2025 22:00,Pump-202,40.08,13.11,392.81,38.65,52.46,0
1/19/2025 23:00,Pump-202,47.36,15.72,402,45.3,59.83,0
1/20/2025 0:00,Pump-202,56.85,17.46,384.08,52.69,65.57,0
1/20/2025 1:00,Pump-202,67.99,28.62,426.66,77.73,67.3,0
1/20/2025 2:00,Pump-202,72.95,24.54,421.23,67.49,75.78,0
1/20/2025 3:00,Pump-202,81.99,25.95,380.59,79.01,78.52,0
1/20/2025 4:00,Pump-202,92.08,31.2,425.97,84.87,83.1,0
1/20/2025 5:00,Pump-202,86,32.93,406.78,93.81,83.4,0
1/20/2025 6:00,Pump-202,93.41,39.16,416.58,108.92,83.74,0
1/20/2025 7:00,Pump-202,91.34,29.7,414.1,83.11,83.51,0
1/20/2025 8:00,Pump-202,75.66,31.3,414.76,87.44,74.76,0
1/20/2025 9:00,Pump-202,90.95,26.48,411.12,74.63,86.62,0
1/20/2025 10:00,Pump-202,65.17,22.02,390.91,65.28,68.94,0
1/20/2025 11:00,Pump-202,62,18.62,407.84,52.9,65.51,0
1/20/2025 12:00,Pump-202,56.99,23.56,426.55,64,64.83,0
1/20/2025 13:00,Pump-202,50.18,20.56,418.63,56.9,60.68,0
1/20/2025 14:00,Pump-202,54.29,19.31,407.5,54.92,64.54,0
1/20/2025 15:00,Pump-202,40,12.94,384.89,38.96,53.35,0
1/20/2025 16:00,Pump-202,40,14.42,388,43.07,50.38,0
1/20/2025 17:00,Pump-202,40,11.44,386.26,34.33,54.88,0
1/20/2025 18:00,Pump-202,40,11.87,408.04,33.71,56.11,0
1/20/2025 19:00,Pump-202,40,15.58,429.69,42.02,54.72,0
1/20/2025 20:00,Pump-202,40,16.38,403.1,47.09,52.77,0
1/20/2025 21:00,Pump-202,44.4,13.68,422.62,37.52,57.38,0
1/20/2025 22:00,Pump-202,40.49,13.69,418.35,37.91,56.19,0
1/20/2025 23:00,Pump-202,53.84,19.12,381.48,58.08,61.97,0
1/21/2025 0:00,Pump-202,63.82,28.73,438.47,75.96,69.31,0
1/21/2025 1:00,Pump-202,74.42,26.38,387.7,78.89,77.29,0
1/21/2025 2:00,Pump-202,72.29,28.32,401.74,81.73,73.23,0
1/21/2025 3:00,Pump-202,79.35,25.47,383.31,77.03,81.31,0
1/21/2025 4:00,Pump-202,89.86,29.99,418.47,83.09,83.81,0
1/21/2025 5:00,Pump-202,85.24,30.42,438.35,80.47,81.23,0
1/21/2025 6:00,Pump-202,79.04,30.56,420.95,84.17,76.76,0
1/21/2025 7:00,Pump-202,84.02,24.58,398.94,71.43,82.25,0
1/21/2025 8:00,Pump-202,84.37,34.74,415.86,96.85,80.84,0
1/21/2025 9:00,Pump-202,80.58,23.53,407.56,66.95,80.28,0
1/21/2025 10:00,Pump-202,79.98,26.37,394.68,77.46,79.05,0
1/21/2025 11:00,Pump-202,69.32,19.68,391.55,58.28,68.43,0
1/21/2025 12:00,Pump-202,58.94,20.74,400.54,60.03,67.72,0
1/21/2025 13:00,Pump-202,53.24,16.66,414.95,46.56,61.3,0
1/21/2025 14:00,Pump-202,42.54,14.56,383.42,44.04,54.55,0
1/21/2025 15:00,Pump-202,40,13.78,429.17,37.23,52.81,0
1/21/2025 16:00,Pump-202,40,11.09,396.45,32.43,50.58,0
1/21/2025 17:00,Pump-202,40,15.7,414.85,43.87,56.8,0
1/21/2025 18:00,Pump-202,40,11.77,401.15,34.02,55.26,0
1/21/2025 19:00,Pump-202,40,17.64,431.52,47.4,52.39,0
1/21/2025 20:00,Pump-202,40,15,386.34,45.01,54.93,0
1/21/2025 21:00,Pump-202,48.12,19.16,426.89,52.04,61.36,0
1/21/2025 22:00,Pump-202,48.19,17.43,397.17,50.9,59.81,0
1/21/2025 23:00,Pump-202,53.23,18.1,382.01,54.93,61.78,0
1/22/2025 0:00,Pump-202,62.6,18.84,390.55,55.98,65.93,0
1/22/2025 1:00,Pump-202,72.08,20.93,392.7,61.83,73.23,0
1/22/2025 2:00,Pump-202,75.02,24.14,434.71,64.42,78.26,0
1/22/2025 3:00,Pump-202,75.03,27.03,389.41,80.54,76.37,0
1/22/2025 4:00,Pump-202,93.32,31.39,398.57,91.37,87.07,0
1/22/2025 5:00,Pump-202,84.18,27.06,413.88,75.84,77.81,0
1/22/2025 6:00,Pump-202,88.93,27.98,433.75,74.82,84.12,0
1/22/2025 7:00,Pump-202,92.43,36.91,390.12,109.75,85.99,0
1/22/2025 8:00,Pump-202,86.74,26.05,398.1,75.92,82.8,0
1/22/2025 9:00,Pump-202,78.35,22.1,388.63,65.96,76.45,0
1/22/2025 10:00,Pump-202,81.79,23.34,388.48,69.7,78.37,0
1/22/2025 11:00,Pump-202,62.05,17.89,385.86,53.78,68.31,0
1/22/2025 12:00,Pump-202,66.73,25.39,412.24,71.46,67.52,0
1/22/2025 13:00,Pump-202,57.4,15.98,395.97,46.82,67.38,0
1/22/2025 14:00,Pump-202,49.86,20.17,414.17,56.49,59.7,0
1/22/2025 15:00,Pump-202,44.24,19.98,438.8,52.83,58.94,0
1/22/2025 16:00,Pump-202,40,12.44,427.91,33.71,55.59,0
1/22/2025 17:00,Pump-202,40,14.62,402.97,42.09,54.17,0
1/22/2025 18:00,Pump-202,40,15.19,398.62,44.19,50.13,0
1/22/2025 19:00,Pump-202,40,13.18,424.25,36.05,53.77,0
1/22/2025 20:00,Pump-202,40,15.79,434.73,42.13,53.52,0
1/22/2025 21:00,Pump-202,40,11.84,423.16,32.45,55.75,0
1/22/2025 22:00,Pump-202,52.25,19.77,388.77,59,58.5,0
1/22/2025 23:00,Pump-202,55.73,20.17,404.31,57.87,61.01,0
1/23/2025 0:00,Pump-202,58.78,26.07,429.18,70.52,66.14,0
1/23/2025 1:00,Pump-202,64.33,27.6,419.77,76.31,66.91,0
1/23/2025 2:00,Pump-202,75.03,23.62,427.71,64.1,76.74,0
1/23/2025 3:00,Pump-202,78.68,23.78,386.01,71.5,75.51,0
1/23/2025 4:00,Pump-202,83.74,26.04,385.3,78.45,82.57,0
1/23/2025 5:00,Pump-202,89.12,26.94,404.97,77.23,83.68,0
1/23/2025 6:00,Pump-202,88.31,24.74,383.4,74.9,82.64,0
1/23/2025 7:00,Pump-202,92.61,37.18,409.8,105.31,85.84,0
1/23/2025 8:00,Pump-202,91.09,28.94,390.44,86.03,86.49,0
1/23/2025 9:00,Pump-202,80.23,34.14,412.09,96.15,76.92,0
1/23/2025 10:00,Pump-202,81.73,31.97,405.92,91.42,78.82,0
1/23/2025 11:00,Pump-202,72.4,26.29,404.66,75.42,73.9,0
1/23/2025 12:00,Pump-202,54.18,15.19,388.66,45.37,66.17,0
1/23/2025 13:00,Pump-202,48.57,16.47,424.16,45.07,57.8,0
1/23/2025 14:00,Pump-202,40,17.2,437.58,45.63,54.04,0
1/23/2025 15:00,Pump-202,40,12.58,425.74,34.3,56.07,0
1/23/2025 16:00,Pump-202,40,11.38,411.08,32.12,58.55,0
1/23/2025 17:00,Pump-202,40,15.31,406.56,43.72,52.83,0
1/23/2025 18:00,Pump-202,40,12.66,415.31,35.37,52.85,0
1/23/2025 19:00,Pump-202,40,14.31,429.8,38.65,51.37,0
1/23/2025 20:00,Pump-202,40,14.18,420.16,39.17,53.21,0
1/23/2025 21:00,Pump-202,40,13.58,417.61,37.74,53.88,0
1/23/2025 22:00,Pump-202,44.96,16.27,409.15,46.15,57.33,0
1/23/2025 23:00,Pump-202,60.98,21.74,415.17,60.79,65.81,0
1/24/2025 0:00,Pump-202,59.19,23.46,394.75,69.02,62.77,0
1/24/2025 1:00,Pump-202,69.6,25.99,411.98,73.26,71.49,0
1/24/2025 2:00,Pump-202,69.63,20.26,402.55,58.46,72.02,0
1/24/2025 3:00,Pump-202,76.66,25.01,426.68,68.09,80.21,0
1/24/2025 4:00,Pump-202,84.36,34.3,435.6,91.46,78.3,0
1/24/2025 5:00,Pump-202,91.77,36.32,385.05,109.56,79.82,0
1/24/2025 6:00,Pump-202,83.83,25.28,415.15,70.73,82.21,0
1/24/2025 7:00,Pump-202,82.69,33.45,423.05,91.84,81.08,0
1/24/2025 8:00,Pump-202,91.14,28.29,433.55,75.78,87.81,0
1/24/2025 9:00,Pump-202,88.57,28.41,421.08,78.37,81.74,0
1/24/2025 10:00,Pump-202,71.02,22.11,404.67,63.47,70.71,0
1/24/2025 11:00,Pump-202,67.35,18.64,400.31,54.07,70.9,0
1/24/2025 12:00,Pump-202,64.76,18.73,388.8,55.94,69.91,0
1/24/2025 13:00,Pump-202,54.79,18.94,382.69,57.47,65.42,0
1/24/2025 14:00,Pump-202,40.04,16.52,426.18,45.02,51.13,0
1/24/2025 15:00,Pump-202,41.67,16.09,404.39,46.2,54.75,0
1/24/2025 16:00,Pump-202,40,12.49,434.47,33.4,53.92,0
1/24/2025 17:00,Pump-202,40,16.82,428.31,45.6,55.19,0
1/24/2025 18:00,Pump-202,40,11.34,382.99,34.4,53.92,0
1/24/2025 19:00,Pump-202,42.96,12.5,418.71,34.66,58.15,0
1/24/2025 20:00,Pump-202,40,16.33,419.96,45.16,54.22,0
1/24/2025 21:00,Pump-202,40,14.03,407.57,39.98,53.39,0
1/24/2025 22:00,Pump-202,46.05,17.99,410.19,50.94,56.65,0
1/24/2025 23:00,Pump-202,46.29,14.51,418.9,40.22,57.67,0
1/25/2025 0:00,Pump-202,61.45,24.4,389.43,72.82,68.79,0
1/25/2025 1:00,Pump-202,63.81,20.67,417.61,57.51,68.35,0
1/25/2025 2:00,Pump-202,77.59,29.32,438.74,77.65,77.55,0
1/25/2025 3:00,Pump-202,89.23,30.35,387.95,90.91,82.97,0
1/25/2025 4:00,Pump-202,81.64,32.48,405.08,93.18,79.18,0
1/25/2025 5:00,Pump-202,87.8,27.82,432.49,74.77,81.87,0
1/25/2025 6:00,Pump-202,87.33,29.56,417.39,82.3,82.99,0
1/25/2025 7:00,Pump-202,85.65,27.57,418.35,76.6,82.83,0
1/25/2025 8:00,Pump-202,89.34,34.17,387.61,102.44,84.37,0
1/25/2025 9:00,Pump-202,76.24,23,405.65,65.9,76.24,0
1/25/2025 10:00,Pump-202,80.15,26.71,386.35,80.34,79.68,0
1/25/2025 11:00,Pump-202,70.99,24.11,412.14,67.99,72.63,0
1/25/2025 12:00,Pump-202,59.88,20.96,408.31,59.65,68.33,0
1/25/2025 13:00,Pump-202,53.63,17.41,404.21,50.05,62.76,0
1/25/2025 14:00,Pump-202,58.78,22.29,394.3,65.69,64.65,0
1/25/2025 15:00,Pump-202,40,11.91,386.41,35.82,53.66,0
1/25/2025 16:00,Pump-202,40,13.22,390.13,39.37,54.53,0
1/25/2025 17:00,Pump-202,40,13.4,413.1,37.7,50.1,0
1/25/2025 18:00,Pump-202,40,12.52,402.64,36.13,53.89,0
1/25/2025 19:00,Pump-202,40,12.93,425.57,35.3,50.81,0
1/25/2025 20:00,Pump-202,41.16,14.54,400.32,42.21,53.85,0
1/25/2025 21:00,Pump-202,42.08,15.83,383.14,48.02,53.64,0
1/25/2025 22:00,Pump-202,46.54,17.5,401.15,50.68,57.43,0
1/25/2025 23:00,Pump-202,55.37,16.09,387.6,48.25,62.67,0
1/26/2025 0:00,Pump-202,55.77,22.13,391.76,65.67,63.43,0
1/26/2025 1:00,Pump-202,67.45,25.71,435.4,68.66,70.95,0
1/26/2025 2:00,Pump-202,79.62,34.35,419.53,95.19,75.67,0
1/26/2025 3:00,Pump-202,85.56,23.83,383.12,72.33,78.96,0
1/26/2025 4:00,Pump-202,88.92,28.89,410.58,81.81,84.59,0
1/26/2025 5:00,Pump-202,86.64,33.07,402.56,95.52,80.46,0
1/26/2025 6:00,Pump-202,85.97,23.69,381.08,72.29,81.73,0
1/26/2025 7:00,Pump-202,92.41,37.25,418.24,103.56,85.16,0
1/26/2025 8:00,Pump-202,81.92,33.93,432.56,91.2,78.58,0
1/26/2025 9:00,Pump-202,81.45,30.1,409.24,85.52,76.31,0
1/26/2025 10:00,Pump-202,75.55,21.98,412.41,61.96,76.56,0
1/26/2025 11:00,Pump-202,64.38,20.53,430.16,55.49,69.46,0
1/26/2025 12:00,Pump-202,54.77,17.09,402.34,49.39,61.2,0
1/26/2025 13:00,Pump-202,40,12.42,439.19,32.89,53.39,0
1/26/2025 14:00,Pump-202,42.33,15.73,430.19,42.53,55.7,0
1/26/2025 15:00,Pump-202,51.76,15.27,390.25,45.5,63.33,0
1/26/2025 16:00,Pump-202,40,11.43,392.61,33.86,50.63,0
1/26/2025 17:00,Pump-202,40,11.69,397.83,34.17,55.23,0
1/26/2025 18:00,Pump-202,40,16.03,418.57,44.52,52.4,0
1/26/2025 19:00,Pump-202,40,12.02,389.35,35.9,54.78,0
1/26/2025 20:00,Pump-202,40,14.3,384.35,43.25,55,0
1/26/2025 21:00,Pump-202,42.53,12.82,419.02,35.57,55.17,0
1/26/2025 22:00,Pump-202,40,13.16,383.07,39.94,50.63,0
1/26/2025 23:00,Pump-202,50.96,19.5,401.04,56.53,58.65,0
1/27/2025 0:00,Pump-202,57.84,18.97,401.99,54.91,65.46,0
1/27/2025 1:00,Pump-202,69.67,22.16,422.43,61.04,70.91,0
1/27/2025 2:00,Pump-202,70.94,21.61,417.69,60.2,72.02,0
1/27/2025 3:00,Pump-202,87.87,33.54,434.68,89.78,79,0
1/27/2025 4:00,Pump-202,83.87,32.83,430.59,88.71,78.06,0
1/27/2025 5:00,Pump-202,93.43,40.67,433.64,109.12,86.79,0
1/27/2025 6:00,Pump-202,98.32,37.48,425.42,102.52,89.6,0
1/27/2025 7:00,Pump-202,92.24,30.09,385.17,90.91,87.11,0
1/27/2025 8:00,Pump-202,91.46,34.94,417.17,97.44,80.5,0
1/27/2025 9:00,Pump-202,78.91,29.96,387.23,90.01,78.44,0
1/27/2025 10:00,Pump-202,75.02,23.74,438.89,62.93,77.47,0
1/27/2025 11:00,Pump-202,72.68,29.34,401,85.13,70.81,0
1/27/2025 12:00,Pump-202,60.41,22.89,415.45,64.1,64.79,0
1/27/2025 13:00,Pump-202,48.54,15.77,430.62,42.61,56.45,0
1/27/2025 14:00,Pump-202,46.2,18.35,425.73,50.15,60.23,0
1/27/2025 15:00,Pump-202,40.42,14.6,432.06,39.32,51.47,0
1/27/2025 16:00,Pump-202,40,12.77,388.57,38.23,55.01,0
1/27/2025 17:00,Pump-202,40,17.12,432.09,46.1,54.62,0
1/27/2025 18:00,Pump-202,40,13.46,423.47,36.98,53.53,0
1/27/2025 19:00,Pump-202,40,15.63,409.12,44.45,56.91,0
1/27/2025 20:00,Pump-202,40,13.11,402.57,37.88,49.83,0
1/27/2025 21:00,Pump-202,45.68,15.92,401.71,46.12,57.64,0
1/27/2025 22:00,Pump-202,40,16,396.65,46.93,55.77,0
1/27/2025 23:00,Pump-202,55.06,16.09,418.86,44.69,66.31,0
1/28/2025 0:00,Pump-202,60.96,20.4,412.74,57.54,71.36,0
1/28/2025 1:00,Pump-202,67.19,19.34,408,55.17,71.45,0
1/28/2025 2:00,Pump-202,78.56,29.23,394.59,86.25,83.36,0
1/28/2025 3:00,Pump-202,79.09,25.33,407.64,72.33,76.55,0
1/28/2025 4:00,Pump-202,89.64,36.46,419.06,101.28,81.24,0
1/28/2025 5:00,Pump-202,85.31,34.63,396.42,101.69,80.9,0
1/28/2025 6:00,Pump-202,97.99,32.26,380.44,98.71,90.26,0
1/28/2025 7:00,Pump-202,92.91,35.53,438.11,94.42,86.01,0
1/28/2025 8:00,Pump-202,86.76,28.22,383.89,85.57,82.85,0
1/28/2025 9:00,Pump-202,80.28,29.01,407.33,82.92,74.97,0
1/28/2025 10:00,Pump-202,69.84,27.86,410.22,79.06,71.02,0
1/28/2025 11:00,Pump-202,61.58,26.88,436.13,71.74,69.46,0
1/28/2025 12:00,Pump-202,63.66,27.69,438.07,73.58,69.27,0
1/28/2025 13:00,Pump-202,55.81,16.44,381.67,50.16,68.28,0
1/28/2025 14:00,Pump-202,55.93,21.79,413.44,61.35,62.18,0
1/28/2025 15:00,Pump-202,41.28,13.19,385.29,39.86,51.38,0
1/28/2025 16:00,Pump-202,40,13.76,439.44,36.45,56.14,0
1/28/2025 17:00,Pump-202,40,15.96,406.44,45.71,53.96,0
1/28/2025 18:00,Pump-202,40,15.49,392.21,45.97,54.7,0
1/28/2025 19:00,Pump-202,40,16.6,410.73,47.05,51.76,0
1/28/2025 20:00,Pump-202,40,14.21,431.39,38.34,53.15,0
1/28/2025 21:00,Pump-202,40,16.15,403.13,46.65,51.32,0
1/28/2025 22:00,Pump-202,45.16,16.8,439.3,44.53,60.31,0
1/28/2025 23:00,Pump-202,46.34,19.25,436.85,51.29,57.37,0
1/29/2025 0:00,Pump-202,63.05,26.96,423.29,74.18,64.72,0
1/29/2025 1:00,Pump-202,67.97,25.51,426.48,69.66,72.86,0
1/29/2025 2:00,Pump-202,70.03,23.58,387.57,70.86,72.29,0
1/29/2025 3:00,Pump-202,85.99,32.14,438.13,85.45,86.25,0
1/29/2025 4:00,Pump-202,86.4,38.28,430.47,103.58,80.41,0
1/29/2025 5:00,Pump-202,79.87,26.11,434.4,70.01,76.51,0
1/29/2025 6:00,Pump-202,83.04,25.6,382.46,77.97,83.23,0
1/29/2025 7:00,Pump-202,93.42,31.79,436.93,84.76,83.81,0
1/29/2025 8:00,Pump-202,82.15,34.03,436.04,90.9,79.42,0
1/29/2025 9:00,Pump-202,86.36,36.88,418.85,102.56,82.82,0
1/29/2025 10:00,Pump-202,77,23.01,411.03,65.21,76.6,0
1/29/2025 11:00,Pump-202,62.4,22.1,415.55,61.96,67.6,0
1/29/2025 12:00,Pump-202,59.8,21.39,437.03,57.02,63.07,0
1/29/2025 13:00,Pump-202,60.6,19.91,416.23,55.73,65.18,0
1/29/2025 14:00,Pump-202,40,12.82,437.96,34.09,53.13,0
1/29/2025 15:00,Pump-202,40,15.02,393.31,44.49,53.86,0
1/29/2025 16:00,Pump-202,40,14.85,385.09,44.92,53.97,0
1/29/2025 17:00,Pump-202,40,15.9,431.27,42.93,54.2,0
1/29/2025 18:00,Pump-202,40,12.59,410.51,35.73,54.91,0
1/29/2025 19:00,Pump-202,40,12.99,438.85,34.49,55.46,0
1/29/2025 20:00,Pump-202,40,12.84,427.55,34.99,52.68,0
1/29/2025 21:00,Pump-202,43.96,18.1,413.28,51.02,55.56,0
1/29/2025 22:00,Pump-202,44.38,18.49,420.16,51.27,56.2,0
1/29/2025 23:00,Pump-202,63.61,23.98,391.31,71.37,66.46,0
1/30/2025 0:00,Pump-202,55.65,19.77,413.55,55.72,63.37,0
1/30/2025 1:00,Pump-202,66.84,23.14,400.05,67.43,67.85,0
1/30/2025 2:00,Pump-202,74.54,29.54,425.66,80.89,74.76,0
1/30/2025 3:00,Pump-202,78.7,33.94,425.3,93.02,76.92,0
1/30/2025 4:00,Pump-202,82.15,28.41,391.03,84.68,77.03,0
1/30/2025 5:00,Pump-202,86.9,32.21,421.82,88.99,80.15,0
1/30/2025 6:00,Pump-202,83.49,23.78,413.73,66.99,76.39,0
1/30/2025 7:00,Pump-202,90.07,30.55,435.2,81.81,83.15,0
1/30/2025 8:00,Pump-202,91.18,39.85,432.9,107.3,80.8,0
1/30/2025 9:00,Pump-202,79.37,27.58,420.15,76.52,78.05,0
1/30/2025 10:00,Pump-202,71.82,26.93,391.46,80.17,73.01,0
1/30/2025 11:00,Pump-202,58.53,23.11,403.04,66.83,64.26,0
1/30/2025 12:00,Pump-202,55.77,16.68,387.05,50.24,65.31,0
1/30/2025 13:00,Pump-202,52.98,19.45,412.01,55.03,63.33,0
1/30/2025 14:00,Pump-202,50.8,15.18,411.4,43.01,59.47,0
1/30/2025 15:00,Pump-202,40,13.82,436.19,36.93,51.84,0
1/30/2025 16:00,Pump-202,40,11.04,394.87,32.58,55.01,0
1/30/2025 17:00,Pump-202,40,12.76,391.98,37.94,52.99,0
1/30/2025 18:00,Pump-202,40,12.78,386.79,38.5,54.03,0
1/30/2025 19:00,Pump-202,45.7,14.62,429.1,39.7,55.27,0
1/30/2025 20:00,Pump-202,40,15.32,413.35,43.19,55.92,0
1/30/2025 21:00,Pump-202,40,14.55,419.95,40.39,53.49,0
1/30/2025 22:00,Pump-202,40,15.43,434.41,41.4,56.41,0
1/30/2025 23:00,Pump-202,51.73,21.1,425.38,57.81,59.35,0
1/1/2025 0:00,Compressor-303,58.5,24.69,404.64,67.83,66.12,0
1/1/2025 1:00,Compressor-303,69.31,22.48,431.54,57.91,72.91,0
1/1/2025 2:00,Compressor-303,73,22.98,390.7,65.39,75.43,0
1/1/2025 3:00,Compressor-303,73.58,22.56,399.23,62.83,73.14,0
1/1/2025 4:00,Compressor-303,89.04,30.56,406.51,83.58,79.97,0
1/1/2025 5:00,Compressor-303,91.28,32.58,425.41,85.15,85.35,22
1/1/2025 6:00,Compressor-303,86.65,37.51,418.78,99.58,83.77,0
1/1/2025 7:00,Compressor-303,98.68,41.98,411.39,113.46,91.78,0
1/1/2025 8:00,Compressor-303,88.85,27.42,425.14,71.71,82.58,0
1/1/2025 9:00,Compressor-303,95.42,31.87,404.05,87.68,90.52,0
